:START_ID(User),:END_ID(Post),timestamp
10153,5654,100
7963,5655,100
7963,5656,100
7963,5657,100
9258,5658,100
6506,5659,100
7963,5660,100
10247,5661,100
10290,5662,100
10290,5663,100
6506,5664,100
10290,5665,100
10290,5666,100
10290,5667,100
6506,5668,100
6506,5669,100
10290,5671,100
10290,5672,100
10290,5673,100
10290,5674,100
6506,5676,100
8974,5677,100
10334,5678,100
7963,5679,100
10290,5680,100
7963,5681,100
10339,5682,100
10343,5683,100
10290,5684,100
7963,5685,100
7963,5686,100
10351,5687,100
10355,5688,100
1848,5689,100
7963,5690,100
8233,5691,100
8233,5692,100
7963,5693,100
10290,5694,100
10380,5695,100
959,5696,100
10425,5698,100
10290,5699,100
6506,5700,100
6506,5701,100
6506,5702,100
6506,5703,100
3350,5704,100
10290,5705,100
10440,5706,100
6506,5707,100
6506,5708,100
1118,5709,100
10153,5710,100
10459,5711,100
7496,5712,100
10461,5713,100
9671,5714,100
6506,5715,100
6506,5718,100
9671,5719,100
10471,5720,100
10482,5721,100
10454,5722,100
730,5723,100
6506,5724,100
6506,5725,100
10493,5726,100
10505,5727,100
10505,5728,100
10520,5729,100
10542,5730,100
6506,5731,100
10471,5732,100
6506,5733,100
10600,5734,100
10601,5735,100
1118,5736,100
6835,5737,100
10629,5739,100
1118,5740,100
7963,5741,100
1708,5742,100
7963,5743,100
730,5744,100
6506,5745,100
10645,5746,100
364,5747,100
3552,5748,100
10658,5749,100
10663,5750,100
6506,5751,100
10691,5753,100
6506,5754,100
6506,5755,100
6506,5756,100
6506,5757,100
6506,5758,100
6506,5759,100
6506,5760,100
10645,5761,100
10727,5763,100
6506,5764,100
10750,5768,100
6506,5769,100
10751,5770,100
10774,5773,100
730,5774,100
6506,5775,100
10842,5779,100
1118,5780,100
7615,5781,100
10876,5783,100
7963,5784,100
10882,5786,100
3896,5787,100
7963,5788,100
10903,5789,100
10647,5790,100
10918,5791,100
8435,5792,100
10946,5793,100
10948,5794,100
10948,5795,100
10948,5796,100
10948,5797,100
10948,5798,100
7963,5799,100
10948,5800,100
10956,5801,100
10948,5802,100
10957,5803,100
10888,5804,100
6506,5805,100
7963,5806,100
10948,5807,100
10962,5808,100
10948,5809,100
7963,5810,100
6617,5811,100
10975,5812,100
10975,5813,100
10975,5814,100
10948,5815,100
1118,5816,100
8287,5823,100
8287,5824,100
3896,5825,100
11077,5828,100
11081,5829,100
11091,5830,100
11104,5831,100
730,5832,100
11115,5833,100
11115,5834,100
11114,5835,100
8287,5836,100
6506,5837,100
6506,5838,100
6506,5839,100
11117,5840,100
8287,5841,100
8287,5842,100
4682,5843,100
11154,5844,100
11159,5845,100
8287,5848,100
11081,5849,100
11173,5850,100
8287,5852,100
11189,5854,100
959,5856,100
10873,5857,100
11081,5858,100
11218,5860,100
6915,5861,100
8091,5865,100
8091,5866,100
8990,5868,100
2908,5869,100
11081,5870,100
11254,5871,100
8287,5872,100
11179,5875,100
8853,5876,100
11299,5878,100
11311,5879,100
11316,5880,100
10948,5881,100
10948,5882,100
10948,5883,100
10948,5884,100
10948,5885,100
9204,5886,100
9204,5887,100
11327,5888,100
11328,5889,100
11345,5890,100
1940,5892,100
2908,5893,100
730,5895,100
11372,5896,100
3896,5897,100
11376,5898,100
959,5899,100
959,5901,100
11385,5902,100
11385,5903,100
11385,5904,100
11392,5905,100
11385,5906,100
11397,5907,100
11398,5908,100
11279,5909,100
10948,5910,100
11405,5912,100
11410,5914,100
10948,5915,100
11385,5918,100
11385,5919,100
11423,5920,100
11385,5921,100
11435,5922,100
11459,5923,100
11461,5924,100
11471,5925,100
9401,5927,100
11489,5928,100
11459,5929,100
11385,5931,100
11526,5934,100
15,5935,100
9401,5937,100
11557,5939,100
11385,5940,100
11385,5941,100
5394,5942,100
11581,5943,100
7795,5944,100
9671,5945,100
10860,5946,100
6506,5947,100
11617,5948,100
11459,5949,100
11621,5950,100
11385,5951,100
11624,5952,100
11627,5953,100
8233,5954,100
8233,5955,100
11385,5956,100
11385,5957,100
959,5958,100
11644,5959,100
11650,5961,100
11653,5965,100
11385,5966,100
-1,5967,100
11659,5968,100
11660,5969,100
3896,5970,100
8233,5971,100
6610,5972,100
2745,5973,100
3041,5974,100
11679,5975,100
11385,5977,100
11385,5978,100
11687,5979,100
11459,5980,100
11688,5981,100
11684,5982,100
11689,5983,100
11385,5985,100
10860,5986,100
2908,5987,100
1061,5991,100
11709,5992,100
11385,5993,100
11703,5994,100
11739,5997,100
11741,5998,100
124,5999,100
6506,6000,100
8758,6001,100
2761,6002,100
11773,6003,100
11385,6004,100
11385,6005,100
9139,6007,100
4471,6008,100
9070,6009,100
11800,6012,100
10458,6013,100
6506,6014,100
6506,6015,100
11385,6016,100
10458,6018,100
11814,6019,100
11828,6020,100
11385,6021,100
11845,6023,100
11848,6024,100
11385,6026,100
11855,6027,100
11872,6030,100
11874,6031,100
11882,6032,100
1848,6033,100
11884,6034,100
6506,6036,100
6506,6037,100
6506,6038,100
7963,6040,100
11889,6041,100
11385,6042,100
11869,6044,100
11385,6045,100
11891,6046,100
959,6047,100
11899,6049,100
10948,6051,100
10948,6052,100
124,6054,100
1118,6056,100
11899,6058,100
11385,6059,100
2908,6060,100
3552,6061,100
11867,6063,100
11385,6064,100
11867,6065,100
11867,6066,100
11915,6067,100
11898,6068,100
11385,6069,100
959,6070,100
11929,6071,100
959,6072,100
9096,6073,100
11934,6074,100
11939,6076,100
11943,6077,100
959,6078,100
11949,6079,100
11385,6080,100
11385,6081,100
10873,6082,100
11939,6083,100
11984,6085,100
10873,6086,100
12000,6088,100
12001,6089,100
11998,6090,100
12007,6091,100
34,6092,100
12024,6093,100
12024,6094,100
8233,6095,100
12033,6096,100
12041,6097,100
11385,6099,100
12074,6100,100
12086,6101,100
959,6102,100
12090,6103,100
1118,6105,100
12092,6106,100
12095,6107,100
12099,6108,100
12102,6109,100
12102,6110,100
12102,6111,100
12102,6112,100
12092,6113,100
11687,6114,100
34,6116,100
12116,6117,100
12131,6119,100
11385,6120,100
12137,6121,100
12141,6122,100
34,6124,100
8233,6125,100
8233,6126,100
8233,6127,100
8233,6128,100
12147,6129,100
11385,6130,100
12151,6131,100
12137,6132,100
-1,6134,100
12166,6135,100
12175,6136,100
10860,6137,100
2908,6138,100
10948,6140,100
12211,6141,100
12213,6142,100
12214,6143,100
12218,6144,100
12214,6145,100
12220,6146,100
8233,6147,100
12249,6148,100
12274,6149,100
12302,6156,100
11459,6157,100
12226,6158,100
12306,6159,100
12305,6160,100
12313,6161,100
10948,6162,100
12317,6164,100
12319,6165,100
12315,6166,100
12322,6167,100
7963,6168,100
7963,6169,100
7963,6170,100
7963,6171,100
3896,6172,100
12336,6175,100
11459,6176,100
12344,6177,100
11459,6179,100
8233,6180,100
8233,6181,100
8233,6182,100
7929,6183,100
11684,6184,100
12363,6185,100
12380,6186,100
2745,6188,100
12353,6189,100
12353,6190,100
12407,6192,100
12414,6193,100
12420,6194,100
12192,6195,100
7963,6196,100
12453,6202,100
7795,6203,100
10426,6205,100
12471,6206,100
10873,6207,100
12308,6208,100
12501,6209,100
7963,6210,100
12548,6211,100
11459,6212,100
12568,6215,100
12572,6216,100
12581,6217,100
12581,6218,100
12587,6219,100
12595,6221,100
7963,6222,100
12644,6227,100
12645,6228,100
7963,6229,100
12657,6232,100
2908,6233,100
12683,6234,100
12681,6235,100
12689,6236,100
12691,6237,100
1118,6238,100
7795,6239,100
12726,6241,100
12757,6243,100
11459,6244,100
11459,6245,100
959,6246,100
12832,6247,100
12832,6248,100
12841,6250,100
12840,6251,100
1118,6252,100
12851,6253,100
12840,6254,100
730,6256,100
8233,6257,100
8233,6258,100
8233,6259,100
8233,6260,100
8233,6261,100
12886,6263,100
7963,6264,100
12897,6265,100
12919,6267,100
10948,6268,100
1848,6270,100
1848,6271,100
12934,6272,100
12940,6276,100
12947,6278,100
11637,6280,100
12897,6282,100
3896,6283,100
12970,6286,100
8233,6287,100
